price,amenities,sterne,adress,ID
277.07438016528926,[],['None'],['Vico Luigi Volpicelli 20'],19120591
97.875,[],"2,0",['Via Dei Tribunali 169'],15220093
0,"['Klimaanlage', 'Nichtraucherzimmer', 'Nichtraucherhotel']",['None'],['Piazza San Gaetano 68'],3581822
0,[],['None'],['Via Ponte di Tappia 62 Zona Plebiscito'],19987330
147.68711656441718,['Klimaanlage'],['None'],['Via Loggia Dei Pisani 25'],20854181
0,"['Zimmerservice', 'Kostenloses Highspeed-Internet (WLAN)', 'WLAN', 'Kostenloses Frühstück', 'Haustiere erlaubt (tierfreundlich)']","4,0","['Pirozzoli,16']",1603852
89.14492753623189,[],"4,0",['Via Francesco Girardi'],19392095
97.8108108108108,"['Bar/Lounge', 'Aktivitäten für Kinder (kinder-/familienfreundlich)']","3,0",['Corso Giuseppe Garibaldi 308'],15111998
0,"['Klimaanlage', 'Zimmerservice', 'Minibar', 'Kostenloser Internetzugang', 'Internet', 'Bar/Lounge', 'Flughafentransfer']",['None'],['Stazione Centrale'],1221840
0,['Aktivitäten für Kinder (kinder-/familienfreundlich)'],"3,0",['Salita del Casale 12'],8734523
56.935483870967744,[],"4,0",['Via Filippo Maria Briganti 80'],21234481
61.93333333333333,[],"2,0",['Via Rua Toscana 13'],17546099
139.60666666666665,[],"4,0","['Via Enrico Pessina 56, First Floor , 5']",26245786
59.38636363636363,[],"4,0",['16 Via Peppino de Filippo'],25599535
0,[],"3,0",['Via Francesco Saverio Correra 11'],23316806
71.62068965517241,['Aktivitäten für Kinder (kinder-/familienfreundlich)'],"3,0",['Piazza Giuseppe Garibaldi 60'],14006823
91.77777777777777,[],"3,0",['96 Corso Arnaldo Lucci'],26369834
94.4423076923077,[],"3,0",['Piazzetta Sedil Capuano'],15239739
0,[],"4,0",['173 Via Santa Teresa degli Scalzi'],25577680
160.15151515151516,[],"3,0",['Via Speranzella 100'],19096822
154.55445544554456,[],"4,0",['Piazza Museo Filangieri 255'],25167313
55.25,[],"3,0",['66 Vico Giardinetto'],25166302
150.58163265306123,[],"4,0",['55\\u002F14 Via Miguel Cervantes de Saavedra'],26455165
0,"['Klimaanlage', 'Zimmerservice', 'Minibar', 'Fitnesscenter mit Trainingsraum']","4,0",['Vico Melofioccolo 7-9'],633787
88.56521739130434,['Aktivitäten für Kinder (kinder-/familienfreundlich)'],"4,0","[""Corso Amedeo di Savoia Duca d'Aosta 172""]",15755807
0,[],"3,0",['Via Massimo Stanzione 12'],17658801
0,[],"4,0",['Via Francesco Saverio Correra 189'],17760886
0,[],"3,0",['Via San Nicandro 23'],17606312
0,[],"3,0",['Strettola S.Anna Alla Paludi 127'],7730344
0,[],"4,0",['Vico Sedil Capuano 21'],25218409
0,[],"4,0",['via Caravaggio 30'],1968692
0,[],"4,0",['Via Mezzocannone 95'],23160728
0,[],"4,0",['Via Amerigo Vespucci 9 Ingresso Scala C in Via L. Einaudi'],19096704
0,"['Kochnische', 'Kühlschrank']","3,0",['Via Egiziaca 41 Naples'],1196610
0,[],"4,0",['Via Santa lucia'],1196382
0,[],"4,0",['Via Alessandro Manzoni 92'],16936087
0,['Aktivitäten für Kinder (kinder-/familienfreundlich)'],"3,0",['Via San Pantaleone 2'],16936072
0,"['Klimaanlage', 'Kochnische', 'Parkmöglichkeiten', 'Kostenloses Highspeed-Internet (WLAN)']","1,5",['Vico San Nicola Alla Carita'],16936021
186.0,"['Kochnische', 'Kostenloses Highspeed-Internet (WLAN)', 'WLAN', 'Haustiere erlaubt (tierfreundlich)']","4,0",['Vico Dei Costanzi 8'],17758934
0,[],"4,0",['Via Peppino de Filippo 70'],17707449
0,[],"3,0",['Via Giuseppe Orsi 25'],17628520
0,[],"4,0",['Piazza del Carmine N6 1 Piano Interno3'],17628536
